facility_id,timestamp,electricity_kwh,water_liters,hvac_kwh,lighting_kwh,solar_generation_kwh,power_factor,temperature,humidity
FAC-005,2026-06-27 21:00:00,232.12,519.1,129.2,53.05,0.0,0.95,16.7,42.3
FAC-005,2026-06-27 22:00:00,260.41,619.0,124.28,53.22,0.0,0.97,16.3,49.7
FAC-005,2026-06-27 23:00:00,256.07,600.9,115.59,50.7,0.0,0.98,17.6,37.6
FAC-005,2026-06-28 00:00:00,244.3,646.4,124.11,57.86,0.0,0.97,17.3,44.6
FAC-005,2026-06-28 01:00:00,264.19,610.7,130.48,61.04,0.0,0.93,15.3,46.4
FAC-005,2026-06-28 02:00:00,231.11,526.6,100.29,51.41,0.0,0.95,15.6,35.1
FAC-005,2026-06-28 03:00:00,236.32,622.8,114.71,58.62,0.0,0.93,18.4,52.5
FAC-005,2026-06-28 04:00:00,245.82,616.1,111.32,52.25,0.0,0.96,17.7,59.1
FAC-005,2026-06-28 05:00:00,239.36,519.6,126.81,49.95,0.0,0.95,20.3,58.0
FAC-005,2026-06-28 06:00:00,253.89,653.4,112.88,52.67,0.0,0.94,21.0,37.6
FAC-005,2026-06-28 07:00:00,254.43,541.0,113.15,62.14,0.0,0.93,22.3,54.9
FAC-005,2026-06-28 08:00:00,351.12,785.6,194.37,72.32,47.91,0.94,24.4,47.9
FAC-005,2026-06-28 09:00:00,397.64,966.5,207.7,77.3,90.87,0.93,26.3,43.2
FAC-005,2026-06-28 10:00:00,390.15,938.9,217.4,90.94,125.34,0.96,27.2,47.1
FAC-005,2026-06-28 11:00:00,404.5,873.9,223.69,81.8,151.06,0.98,28.6,55.2
FAC-005,2026-06-28 12:00:00,436.05,1004.6,197.54,83.01,183.83,0.96,28.3,35.8
FAC-005,2026-06-28 13:00:00,454.73,1249.1,206.95,102.61,182.79,0.98,28.1,37.9
FAC-005,2026-06-28 14:00:00,455.59,1192.9,232.78,97.46,155.02,0.94,27.5,44.3
FAC-005,2026-06-28 15:00:00,414.03,983.6,225.89,98.23,140.39,0.97,26.7,42.7
FAC-005,2026-06-28 16:00:00,433.41,938.7,204.96,103.22,98.61,0.93,26.1,55.2
FAC-005,2026-06-28 17:00:00,379.03,1035.7,167.62,77.38,55.37,0.94,23.8,35.8
FAC-005,2026-06-28 18:00:00,399.38,836.7,186.07,96.98,0.0,0.93,21.8,54.9
FAC-005,2026-06-28 19:00:00,356.39,932.8,190.63,74.72,0.0,0.93,21.1,57.5
FAC-005,2026-06-28 20:00:00,251.63,532.7,122.37,52.04,0.0,0.93,19.7,44.6
FAC-005,2026-06-28 21:00:00,230.9,610.5,118.04,55.59,0.0,0.95,17.5,56.0
FAC-005,2026-06-28 22:00:00,257.99,628.5,113.57,57.09,0.0,0.96,18.1,54.6
FAC-005,2026-06-28 23:00:00,260.41,696.7,116.11,58.22,0.0,0.93,17.1,47.6
FAC-005,2026-06-29 00:00:00,297.92,732.1,165.62,57.83,0.0,0.93,16.8,42.6
FAC-005,2026-06-29 01:00:00,302.54,825.5,150.41,55.23,0.0,0.93,15.9,45.4
FAC-005,2026-06-29 02:00:00,310.35,809.7,139.68,66.72,0.0,0.95,16.2,40.3
FAC-005,2026-06-29 03:00:00,296.57,733.9,148.38,54.89,0.0,0.99,18.7,41.7
FAC-005,2026-06-29 04:00:00,462.03,1001.9,202.02,100.77,0.0,0.98,19.8,55.4
FAC-005,2026-06-29 05:00:00,313.58,667.3,149.32,71.08,0.0,0.97,19.1,37.3
FAC-005,2026-06-29 06:00:00,299.14,712.3,139.94,70.74,0.0,0.95,21.6,43.8
FAC-005,2026-06-29 07:00:00,316.05,724.8,136.49,60.07,0.0,0.94,24.5,39.8
FAC-005,2026-06-29 08:00:00,699.88,1524.7,346.97,156.39,55.79,0.93,24.7,39.1
FAC-005,2026-06-29 09:00:00,768.66,1685.6,360.55,192.03,96.91,0.96,26.2,47.1
FAC-005,2026-06-29 10:00:00,842.3,1920.3,385.91,204.93,146.68,0.93,26.7,48.9
FAC-005,2026-06-29 11:00:00,895.37,1992.0,396.49,178.67,152.67,0.98,27.0,56.8
FAC-005,2026-06-29 12:00:00,900.2,2078.8,486.28,201.08,181.07,0.94,29.2,49.8
FAC-005,2026-06-29 13:00:00,858.21,2149.3,446.58,193.45,187.51,0.94,29.2,36.1
FAC-005,2026-06-29 14:00:00,867.79,2335.9,413.76,203.7,174.94,0.95,28.4,59.8
FAC-005,2026-06-29 15:00:00,895.24,2368.3,401.62,162.6,147.67,0.97,26.7,42.9
FAC-005,2026-06-29 16:00:00,823.9,1894.9,452.13,161.81,100.49,0.97,26.3,37.5
FAC-005,2026-06-29 17:00:00,838.48,2104.2,400.75,160.66,51.56,0.92,24.5,48.0
FAC-005,2026-06-29 18:00:00,734.92,1857.2,377.08,142.54,0.0,0.95,21.7,40.9
FAC-005,2026-06-29 19:00:00,723.38,1683.1,342.58,147.61,0.0,0.94,20.9,46.0
FAC-005,2026-06-29 20:00:00,295.97,660.9,138.17,55.05,0.0,0.94,19.8,44.9
FAC-005,2026-06-29 21:00:00,318.34,790.8,177.64,76.83,0.0,0.96,18.4,50.0
FAC-005,2026-06-29 22:00:00,311.86,725.6,152.1,67.57,0.0,0.97,17.8,54.7
FAC-005,2026-06-29 23:00:00,467.53,1101.8,303.89,90.6,0.0,0.97,16.0,52.0
FAC-005,2026-06-30 00:00:00,291.65,740.7,149.91,56.67,0.0,0.92,15.7,42.6
FAC-005,2026-06-30 01:00:00,309.53,791.3,171.94,73.77,0.0,0.95,14.8,44.0
FAC-005,2026-06-30 02:00:00,296.89,664.3,145.48,59.09,0.0,0.92,16.6,50.1
FAC-005,2026-06-30 03:00:00,316.96,760.5,167.24,74.17,0.0,0.94,16.4,38.8
FAC-005,2026-06-30 04:00:00,308.02,752.3,132.78,70.95,0.0,0.95,19.1,39.0
FAC-005,2026-06-30 05:00:00,292.32,697.4,152.66,64.66,0.0,0.96,19.9,37.4
FAC-005,2026-06-30 06:00:00,307.34,794.4,160.03,65.3,0.0,0.96,23.2,42.6
FAC-005,2026-06-30 07:00:00,282.56,762.7,147.96,64.78,0.0,0.94,23.9,59.5
FAC-005,2026-06-30 08:00:00,767.2,2016.3,344.73,179.13,52.96,0.92,23.7,49.8
FAC-005,2026-06-30 09:00:00,810.96,1659.1,398.01,149.84,92.82,0.97,27.7,45.3
FAC-005,2026-06-30 10:00:00,1116.61,2842.1,725.8,209.09,127.2,0.97,28.1,38.2
FAC-005,2026-06-30 11:00:00,799.53,1934.4,352.25,162.92,155.42,0.97,28.3,44.1
FAC-005,2026-06-30 12:00:00,1349.52,2938.2,724.05,285.35,186.16,0.96,27.1,38.5
FAC-005,2026-06-30 13:00:00,853.39,1910.7,394.03,197.69,190.01,0.98,27.3,45.7
FAC-005,2026-06-30 14:00:00,837.79,2076.0,411.3,189.13,167.73,0.96,26.9,48.3
FAC-005,2026-06-30 15:00:00,886.39,1940.2,430.3,220.01,126.8,0.94,26.6,36.0
FAC-005,2026-06-30 16:00:00,811.93,1762.8,421.26,195.93,105.08,0.84,25.9,46.4
FAC-005,2026-06-30 17:00:00,796.3,1824.9,362.91,165.25,51.39,0.99,24.6,54.0
FAC-005,2026-06-30 18:00:00,761.11,1617.2,327.49,169.68,0.0,0.95,23.4,44.4
FAC-005,2026-06-30 19:00:00,755.18,1693.8,357.52,143.45,0.0,0.98,19.9,46.6
FAC-005,2026-06-30 20:00:00,323.69,698.0,157.1,79.38,0.0,0.93,19.0,39.6
FAC-005,2026-06-30 21:00:00,316.21,774.7,169.96,76.04,0.0,0.98,18.1,54.0
FAC-005,2026-06-30 22:00:00,281.86,614.0,134.03,63.05,0.0,0.93,15.4,53.6
FAC-005,2026-06-30 23:00:00,284.31,584.1,148.09,67.95,0.0,0.94,15.9,58.5
FAC-005,2026-07-01 00:00:00,288.85,775.7,132.25,53.72,0.0,0.99,17.1,56.2
FAC-005,2026-07-01 01:00:00,318.29,796.2,145.49,65.94,0.0,0.98,17.2,46.8
FAC-005,2026-07-01 02:00:00,325.73,787.0,146.56,79.77,0.0,0.97,16.5,45.5
FAC-005,2026-07-01 03:00:00,279.22,756.2,138.09,55.95,0.0,0.93,19.1,57.5
FAC-005,2026-07-01 04:00:00,306.83,645.8,143.13,63.11,0.0,0.98,19.5,43.9
FAC-005,2026-07-01 05:00:00,305.16,710.1,163.03,59.44,0.0,0.93,20.8,39.7
FAC-005,2026-07-01 06:00:00,321.72,668.7,160.69,60.94,0.0,0.93,22.5,51.0
FAC-005,2026-07-01 07:00:00,308.96,704.2,149.11,65.66,0.0,0.93,22.7,42.4
FAC-005,2026-07-01 08:00:00,736.0,1568.1,393.06,141.95,49.92,0.96,25.6,35.0
FAC-005,2026-07-01 09:00:00,753.27,1762.7,417.74,182.56,109.15,0.92,26.8,38.4
FAC-005,2026-07-01 10:00:00,747.1,1745.3,367.38,145.4,126.31,0.94,27.9,37.8
FAC-005,2026-07-01 11:00:00,776.05,1903.8,378.4,171.6,182.35,0.93,27.5,47.0
FAC-005,2026-07-01 12:00:00,865.2,1813.9,388.91,200.8,184.59,0.98,27.4,36.1
FAC-005,2026-07-01 13:00:00,860.53,2343.6,471.56,157.0,163.45,0.86,27.0,52.5
FAC-005,2026-07-01 14:00:00,822.22,1694.9,379.08,149.39,150.37,0.98,27.2,54.7
FAC-005,2026-07-01 15:00:00,855.29,2215.7,369.06,187.96,127.29,0.94,26.7,50.4
FAC-005,2026-07-01 16:00:00,808.41,2004.3,438.32,146.24,92.24,0.98,25.5,48.9
FAC-005,2026-07-01 17:00:00,819.87,2062.2,439.29,204.53,46.42,0.86,22.4,44.5
FAC-005,2026-07-01 18:00:00,744.57,1646.9,367.86,152.74,0.0,0.96,21.2,47.7
FAC-005,2026-07-01 19:00:00,722.39,1488.4,344.97,162.5,0.0,0.95,19.0,47.7
FAC-005,2026-07-01 20:00:00,315.05,780.2,140.11,78.55,0.0,0.95,19.2,57.0
FAC-005,2026-07-01 21:00:00,310.32,697.0,147.87,64.29,0.0,0.97,16.8,44.2
FAC-005,2026-07-01 22:00:00,314.03,657.5,148.69,76.46,0.0,0.92,15.7,37.2
FAC-005,2026-07-01 23:00:00,307.38,794.6,158.05,70.14,0.0,0.93,16.4,58.6
FAC-005,2026-07-02 00:00:00,281.14,630.9,144.77,65.17,0.0,0.96,17.4,37.7
FAC-005,2026-07-02 01:00:00,280.43,722.4,136.16,52.38,0.0,0.98,16.6,36.1
FAC-005,2026-07-02 02:00:00,292.48,624.1,134.46,65.85,0.0,0.98,17.4,58.4
FAC-005,2026-07-02 03:00:00,305.0,779.3,150.79,62.06,0.0,0.96,17.0,42.8
FAC-005,2026-07-02 04:00:00,317.31,745.0,140.53,67.24,0.0,0.93,19.0,36.6
FAC-005,2026-07-02 05:00:00,324.73,782.9,180.96,70.54,0.0,0.94,19.8,46.3
FAC-005,2026-07-02 06:00:00,428.04,1049.5,278.23,93.86,0.0,0.94,20.5,43.3
FAC-005,2026-07-02 07:00:00,322.24,860.2,148.39,70.21,0.0,0.92,22.6,35.5
FAC-005,2026-07-02 08:00:00,769.51,2085.8,352.38,188.88,48.32,0.97,25.2,43.0
FAC-005,2026-07-02 09:00:00,754.2,1717.3,365.75,170.82,104.46,0.98,24.9,35.4
FAC-005,2026-07-02 10:00:00,815.87,2017.8,380.3,161.67,143.4,0.93,27.7,44.1
FAC-005,2026-07-02 11:00:00,787.66,1798.7,386.64,151.1,150.29,0.93,28.3,38.7
FAC-005,2026-07-02 12:00:00,1313.15,3471.7,565.01,281.83,193.16,0.97,28.7,41.2
FAC-005,2026-07-02 13:00:00,884.94,2304.9,458.62,162.58,164.25,0.98,27.6,56.1
FAC-005,2026-07-02 14:00:00,889.51,1998.3,419.46,172.44,163.5,0.94,26.2,55.2
FAC-005,2026-07-02 15:00:00,862.46,2054.3,454.5,184.52,134.16,0.98,26.6,54.8
FAC-005,2026-07-02 16:00:00,1291.66,2901.2,839.58,300.65,99.13,0.98,25.2,51.5
FAC-005,2026-07-02 17:00:00,834.05,2034.5,381.53,177.38,56.73,0.99,24.1,43.7
FAC-005,2026-07-02 18:00:00,778.96,1764.1,378.76,183.77,0.0,0.97,21.5,45.3
FAC-005,2026-07-02 19:00:00,698.93,1533.8,326.65,143.02,0.0,0.96,21.4,40.6
FAC-005,2026-07-02 20:00:00,284.35,748.4,158.44,60.23,0.0,0.97,20.0,37.5
FAC-005,2026-07-02 21:00:00,291.17,783.0,154.95,71.91,0.0,0.93,17.4,38.1
FAC-005,2026-07-02 22:00:00,296.93,738.7,165.97,65.27,0.0,0.95,18.2,49.7
FAC-005,2026-07-02 23:00:00,302.16,745.6,168.92,62.58,0.0,0.93,17.3,42.5
FAC-005,2026-07-03 00:00:00,297.04,781.1,165.05,55.22,0.0,0.94,17.5,43.7
FAC-005,2026-07-03 01:00:00,285.29,635.5,150.81,54.25,0.0,0.93,14.9,56.4
FAC-005,2026-07-03 02:00:00,298.29,769.4,152.0,67.1,0.0,0.96,17.2,52.6
FAC-005,2026-07-03 03:00:00,294.29,676.7,136.86,64.28,0.0,0.96,18.8,36.8
FAC-005,2026-07-03 04:00:00,306.16,800.9,146.92,64.13,0.0,0.94,20.2,51.3
FAC-005,2026-07-03 05:00:00,307.97,690.9,153.46,76.27,0.0,0.93,20.8,39.6
FAC-005,2026-07-03 06:00:00,298.19,675.5,161.17,58.88,0.0,0.92,22.0,58.7
FAC-005,2026-07-03 07:00:00,309.26,645.6,150.18,56.68,0.0,0.98,23.2,51.0
FAC-005,2026-07-03 08:00:00,738.17,1646.0,396.36,175.33,49.18,0.96,26.3,44.0
FAC-005,2026-07-03 09:00:00,812.82,1859.1,377.08,193.55,94.04,0.93,27.3,48.2
FAC-005,2026-07-03 10:00:00,772.27,1618.2,388.58,170.54,140.45,0.97,27.2,53.0
FAC-005,2026-07-03 11:00:00,858.86,2112.4,444.6,197.97,157.96,0.98,29.0,50.5
FAC-005,2026-07-03 12:00:00,882.14,2372.0,425.4,210.53,180.34,0.96,29.5,38.7
FAC-005,2026-07-03 13:00:00,827.57,2204.2,446.1,183.52,197.71,0.93,28.1,48.0
FAC-005,2026-07-03 14:00:00,826.23,2165.6,415.86,151.55,179.44,0.82,27.3,59.9
FAC-005,2026-07-03 15:00:00,843.55,1782.4,377.45,191.66,142.48,0.95,26.2,51.9
FAC-005,2026-07-03 16:00:00,864.66,2006.0,441.06,207.3,107.21,0.93,24.1,58.2
FAC-005,2026-07-03 17:00:00,1244.7,2743.1,809.06,258.77,56.86,0.94,24.9,46.4
FAC-005,2026-07-03 18:00:00,784.32,2001.1,426.42,177.68,0.0,0.97,20.8,36.9
FAC-005,2026-07-03 19:00:00,714.77,1628.4,364.56,176.59,0.0,0.97,19.6,50.4
FAC-005,2026-07-03 20:00:00,284.32,645.8,141.01,52.2,0.0,0.96,19.7,46.6
FAC-005,2026-07-03 21:00:00,292.95,787.2,154.68,62.45,0.0,0.98,16.9,51.7
FAC-005,2026-07-03 22:00:00,314.23,700.2,155.71,56.81,0.0,0.94,17.8,37.6
FAC-005,2026-07-03 23:00:00,287.13,763.6,138.93,56.01,0.0,0.97,16.8,39.6
FAC-005,2026-07-04 00:00:00,242.63,613.6,111.84,58.56,0.0,0.94,14.6,43.7
FAC-005,2026-07-04 01:00:00,238.7,541.3,124.38,49.85,0.0,0.99,15.9,44.6
FAC-005,2026-07-04 02:00:00,236.31,612.6,110.9,56.83,0.0,0.97,16.8,41.7
FAC-005,2026-07-04 03:00:00,240.81,506.6,119.06,44.31,0.0,0.94,17.4,37.9
FAC-005,2026-07-04 04:00:00,238.06,498.0,104.46,48.28,0.0,0.97,18.5,38.2
FAC-005,2026-07-04 05:00:00,236.92,485.9,132.22,56.5,0.0,0.96,19.3,52.6
FAC-005,2026-07-04 06:00:00,245.27,673.0,125.62,53.67,0.0,0.98,21.6,35.2
FAC-005,2026-07-04 07:00:00,267.29,602.3,129.04,66.55,0.0,0.93,24.4,43.5
FAC-005,2026-07-04 08:00:00,360.06,935.1,176.61,84.65,47.2,0.94,25.3,57.5
FAC-005,2026-07-04 09:00:00,389.82,912.5,206.98,77.24,105.68,0.93,25.5,40.7
FAC-005,2026-07-04 10:00:00,381.58,872.9,197.2,84.18,142.53,0.97,27.4,41.9
FAC-005,2026-07-04 11:00:00,408.0,883.9,217.37,98.89,174.84,0.94,27.6,58.5
FAC-005,2026-07-04 12:00:00,463.81,1079.9,255.26,104.93,162.3,0.98,27.1,45.0
FAC-005,2026-07-04 13:00:00,444.63,944.6,240.17,105.76,196.54,0.93,29.1,46.9
FAC-005,2026-07-04 14:00:00,426.62,1082.1,202.94,100.97,174.6,0.92,26.3,50.7
FAC-005,2026-07-04 15:00:00,403.58,838.0,174.04,88.63,141.97,0.94,25.0,40.4
FAC-005,2026-07-04 16:00:00,442.84,1026.6,205.09,110.62,95.86,0.93,24.2,50.7
FAC-005,2026-07-04 17:00:00,394.89,978.4,213.78,91.51,47.78,0.96,23.5,41.5
FAC-005,2026-07-04 18:00:00,397.62,1083.8,179.16,75.0,0.0,0.84,21.3,51.0
FAC-005,2026-07-04 19:00:00,384.07,977.1,176.08,84.94,0.0,0.98,21.0,42.6
FAC-005,2026-07-04 20:00:00,263.17,607.8,145.66,60.61,0.0,0.83,19.5,42.3
FAC-005,2026-07-04 21:00:00,244.97,635.1,119.01,55.72,0.0,0.95,18.6,43.0
FAC-005,2026-07-04 22:00:00,252.71,630.6,111.64,62.67,0.0,0.99,18.2,38.6
FAC-005,2026-07-04 23:00:00,229.01,551.6,112.31,42.55,0.0,0.94,16.6,39.1
FAC-005,2026-07-05 00:00:00,250.75,688.9,137.65,51.54,0.0,0.96,14.6,53.2
FAC-005,2026-07-05 01:00:00,229.81,561.6,116.12,54.27,0.0,0.92,14.9,55.4
FAC-005,2026-07-05 02:00:00,233.14,639.5,108.59,52.3,0.0,0.93,16.4,55.9
FAC-005,2026-07-05 03:00:00,240.44,559.9,120.93,47.66,0.0,0.94,19.0,54.0
FAC-005,2026-07-05 04:00:00,247.67,611.6,110.53,57.53,0.0,0.98,19.8,52.1
FAC-005,2026-07-05 05:00:00,254.13,650.1,139.81,62.08,0.0,0.92,20.9,42.8
FAC-005,2026-07-05 06:00:00,232.3,513.3,101.41,54.08,0.0,0.92,21.9,39.2
FAC-005,2026-07-05 07:00:00,235.19,504.6,121.9,43.69,0.0,0.93,22.4,39.3
FAC-005,2026-07-05 08:00:00,347.76,913.8,183.41,64.42,55.43,0.97,26.0,39.6
FAC-005,2026-07-05 09:00:00,353.02,789.5,194.91,71.15,107.56,0.98,27.5,47.4
FAC-005,2026-07-05 10:00:00,431.1,972.7,203.57,90.24,144.59,0.97,27.3,38.1
FAC-005,2026-07-05 11:00:00,403.63,1054.1,217.58,78.12,177.15,0.95,27.0,46.6
FAC-005,2026-07-05 12:00:00,630.34,1676.4,349.12,138.76,198.61,0.98,27.4,57.3
FAC-005,2026-07-05 13:00:00,438.86,962.4,208.94,91.72,174.7,0.96,27.7,37.4
FAC-005,2026-07-05 14:00:00,416.32,867.2,185.22,93.1,162.8,0.94,27.5,44.1
FAC-005,2026-07-05 15:00:00,441.67,1066.9,240.88,99.48,147.31,0.97,27.1,57.7
FAC-005,2026-07-05 16:00:00,447.0,1123.6,228.33,107.68,89.28,0.98,25.5,55.6
FAC-005,2026-07-05 17:00:00,396.01,836.0,199.6,85.67,46.52,0.93,22.8,53.6
FAC-005,2026-07-05 18:00:00,396.82,1052.3,174.24,84.91,0.0,0.97,20.6,53.0
FAC-005,2026-07-05 19:00:00,376.09,781.2,186.51,81.92,0.0,0.97,19.0,36.7
FAC-005,2026-07-05 20:00:00,241.4,656.4,131.04,59.67,0.0,0.98,18.4,38.8
FAC-005,2026-07-05 21:00:00,247.03,604.1,109.39,56.18,0.0,0.98,18.0,46.0
FAC-005,2026-07-05 22:00:00,265.49,667.0,118.94,56.08,0.0,0.95,16.2,40.8
FAC-005,2026-07-05 23:00:00,262.22,607.5,129.98,51.61,0.0,0.93,15.9,59.5
FAC-005,2026-07-06 00:00:00,318.78,657.6,147.7,59.08,0.0,0.96,15.8,55.5
FAC-005,2026-07-06 01:00:00,293.24,773.0,158.32,62.9,0.0,0.95,15.2,57.9
FAC-005,2026-07-06 02:00:00,325.94,762.3,157.21,77.35,0.0,0.95,15.8,40.5
FAC-005,2026-07-06 03:00:00,316.45,873.1,151.4,64.89,0.0,0.95,18.1,55.0
FAC-005,2026-07-06 04:00:00,308.25,685.9,133.98,66.84,0.0,0.94,20.3,52.8
FAC-005,2026-07-06 05:00:00,310.24,835.2,133.69,61.61,0.0,0.97,19.4,42.4
FAC-005,2026-07-06 06:00:00,294.11,736.0,136.1,62.07,0.0,0.94,22.6,46.5
FAC-005,2026-07-06 07:00:00,300.34,723.1,163.91,65.81,0.0,0.94,23.6,48.2
FAC-005,2026-07-06 08:00:00,683.48,1631.4,352.44,160.28,53.44,0.99,23.8,55.5
FAC-005,2026-07-06 09:00:00,787.47,1820.2,356.93,142.67,91.79,0.93,27.0,54.2
FAC-005,2026-07-06 10:00:00,848.1,2017.5,411.04,204.16,138.96,0.97,28.1,45.7
FAC-005,2026-07-06 11:00:00,788.55,1811.3,355.98,191.1,183.54,0.94,28.8,40.2
FAC-005,2026-07-06 12:00:00,888.25,2208.2,485.54,194.33,188.28,0.98,28.3,50.8
FAC-005,2026-07-06 13:00:00,938.73,2494.9,484.72,169.48,165.94,0.93,27.0,50.0
FAC-005,2026-07-06 14:00:00,848.73,1763.7,387.86,198.19,181.6,0.93,28.1,54.8
FAC-005,2026-07-06 15:00:00,918.71,2418.1,421.0,172.27,141.56,0.96,27.1,52.5
FAC-005,2026-07-06 16:00:00,787.0,2121.6,418.71,152.58,89.06,0.98,25.8,36.2
FAC-005,2026-07-06 17:00:00,820.12,1799.6,434.02,148.22,49.64,0.99,23.3,36.9
FAC-005,2026-07-06 18:00:00,778.75,1835.1,417.51,155.91,0.0,0.94,22.1,58.4
FAC-005,2026-07-06 19:00:00,723.82,1738.3,326.56,137.85,0.0,0.97,19.6,37.5
FAC-005,2026-07-06 20:00:00,322.74,733.6,161.66,65.32,0.0,0.93,19.9,59.2
FAC-005,2026-07-06 21:00:00,286.39,599.0,148.57,66.72,0.0,0.98,17.7,49.0
FAC-005,2026-07-06 22:00:00,311.05,671.0,134.42,58.65,0.0,0.97,16.9,54.3
FAC-005,2026-07-06 23:00:00,314.55,717.1,153.34,64.92,0.0,0.99,14.8,58.9
FAC-005,2026-07-07 00:00:00,285.52,710.8,125.61,57.55,0.0,0.96,15.8,40.3
FAC-005,2026-07-07 01:00:00,303.32,825.5,144.11,66.12,0.0,0.82,16.1,52.7
FAC-005,2026-07-07 02:00:00,302.25,698.5,143.88,60.96,0.0,0.96,17.6,49.4
FAC-005,2026-07-07 03:00:00,302.56,660.7,167.97,54.89,0.0,0.95,16.9,58.3
FAC-005,2026-07-07 04:00:00,320.77,741.7,151.66,76.35,0.0,0.94,17.8,58.6
FAC-005,2026-07-07 05:00:00,326.34,667.4,163.22,76.05,0.0,0.95,21.3,39.0
FAC-005,2026-07-07 06:00:00,298.58,782.6,132.41,63.0,0.0,0.94,23.4,35.8
FAC-005,2026-07-07 07:00:00,314.28,654.5,166.23,72.32,0.0,0.96,22.3,35.3
FAC-005,2026-07-07 08:00:00,739.29,2023.3,357.51,181.74,54.41,0.99,25.8,51.7
FAC-005,2026-07-07 09:00:00,796.54,2094.4,358.38,156.41,93.99,0.98,26.5,55.7
FAC-005,2026-07-07 10:00:00,746.33,1719.5,367.74,182.07,146.66,0.92,28.2,51.6
FAC-005,2026-07-07 11:00:00,789.1,2073.4,432.74,157.28,156.69,0.99,28.2,43.0
FAC-005,2026-07-07 12:00:00,1192.52,2881.0,603.39,288.43,169.13,0.96,27.5,56.8
FAC-005,2026-07-07 13:00:00,906.45,2208.6,464.71,170.59,185.69,0.98,26.7,37.0
FAC-005,2026-07-07 14:00:00,946.7,2372.0,409.74,215.0,170.15,0.94,27.0,37.4
FAC-005,2026-07-07 15:00:00,808.11,1832.3,407.68,167.96,132.2,0.93,25.4,52.5
FAC-005,2026-07-07 16:00:00,899.92,2276.9,397.47,221.42,105.81,0.98,24.0,41.3
FAC-005,2026-07-07 17:00:00,779.87,1729.3,393.7,141.91,50.24,0.96,23.6,45.6
FAC-005,2026-07-07 18:00:00,796.2,1804.1,349.82,196.81,0.0,0.99,22.4,35.5
FAC-005,2026-07-07 19:00:00,696.19,1682.6,334.5,133.05,0.0,0.97,21.8,39.9
FAC-005,2026-07-07 20:00:00,309.49,802.3,167.25,76.36,0.0,0.93,20.3,39.1
FAC-005,2026-07-07 21:00:00,305.19,635.7,148.79,75.96,0.0,0.96,17.8,54.5
FAC-005,2026-07-07 22:00:00,297.34,729.2,164.61,69.37,0.0,0.94,17.6,55.5
FAC-005,2026-07-07 23:00:00,310.34,755.7,137.28,56.37,0.0,0.94,16.9,47.4
FAC-005,2026-07-08 00:00:00,310.43,692.1,162.94,62.56,0.0,0.96,16.9,48.1
FAC-005,2026-07-08 01:00:00,308.56,653.8,170.59,57.31,0.0,0.98,14.8,43.7
FAC-005,2026-07-08 02:00:00,305.86,793.2,151.69,74.61,0.0,0.99,15.6,58.9
FAC-005,2026-07-08 03:00:00,458.0,1062.7,297.7,112.51,0.0,0.94,17.7,39.3
FAC-005,2026-07-08 04:00:00,296.13,719.8,139.77,62.87,0.0,0.93,20.1,41.9
FAC-005,2026-07-08 05:00:00,315.11,783.3,143.02,57.63,0.0,0.94,21.9,42.3
FAC-005,2026-07-08 06:00:00,286.93,601.6,153.93,61.73,0.0,0.97,21.0,53.1
FAC-005,2026-07-08 07:00:00,314.79,748.9,164.58,57.25,0.0,0.99,23.9,35.3
FAC-005,2026-07-08 08:00:00,726.79,1619.5,380.11,176.85,47.69,0.99,25.7,53.1
FAC-005,2026-07-08 09:00:00,728.28,1832.6,333.53,165.06,92.34,0.95,25.6,58.7
FAC-005,2026-07-08 10:00:00,812.09,1718.9,449.41,183.35,151.53,0.98,28.1,56.4
FAC-005,2026-07-08 11:00:00,827.45,1753.8,433.9,154.68,175.3,0.98,28.0,37.9
FAC-005,2026-07-08 12:00:00,851.8,1742.4,420.21,153.33,195.82,0.97,28.1,40.2
FAC-005,2026-07-08 13:00:00,883.55,1844.6,398.79,173.77,164.51,0.92,28.3,42.9
FAC-005,2026-07-08 14:00:00,826.59,2127.5,417.27,168.58,172.52,0.96,27.2,41.3
FAC-005,2026-07-08 15:00:00,901.96,2053.4,445.65,223.31,139.57,0.93,27.3,56.7
FAC-005,2026-07-08 16:00:00,825.38,1966.8,424.69,192.6,97.03,0.97,25.9,35.6
FAC-005,2026-07-08 17:00:00,849.6,2287.3,457.42,176.05,52.44,0.98,22.7,53.3
FAC-005,2026-07-08 18:00:00,809.48,2104.1,363.77,183.24,0.0,0.96,22.6,44.6
FAC-005,2026-07-08 19:00:00,771.25,1865.6,390.83,177.19,0.0,0.97,20.9,59.9
FAC-005,2026-07-08 20:00:00,312.48,740.3,166.77,64.47,0.0,0.84,19.0,35.0
FAC-005,2026-07-08 21:00:00,292.15,654.5,135.41,69.36,0.0,0.97,18.6,54.5
FAC-005,2026-07-08 22:00:00,282.16,677.3,132.58,51.5,0.0,0.95,16.2,47.1
FAC-005,2026-07-08 23:00:00,287.75,758.8,148.02,65.36,0.0,0.98,16.8,36.4
FAC-005,2026-07-09 00:00:00,317.63,681.2,146.2,65.08,0.0,0.93,15.3,46.2
FAC-005,2026-07-09 01:00:00,311.11,810.4,163.23,63.88,0.0,0.94,16.9,59.2
FAC-005,2026-07-09 02:00:00,282.84,611.6,131.29,53.34,0.0,0.94,18.0,39.9
